tref,subj,dobj,syn,verb,iobj,obl1,obl2,label
government1,government1,u,[nmod  nsubj  dobj  nmod  cc  conj],snow,0,with,many,64
democracy1,0,0,[neg  amod  nmod  nmod],barometer,0,of,press,64
tax1,0,0,[det  amod],climate,0,tax1,climate,64
wealth1,0,wealth1,[dobj  nmod],rained,0,on,Overtown,64
Government_policy1,amount,0,[nsubj  cop  neg  det  nmod  cc  conj],barometer,0,of,Government_policy1,64
city_hall1,0,0,[case  det  nmod],barometer,0,0,0,64
bureaucratic1,0,0,[amod],medicine,0,bureaucratic1,medicine,65
legislation1,0,0,[det  amod],cure,0,legislation1,cure,65
bureaucratic1,0,0,[amod],medicine,0,0,0,65
poverty1,0,poverty1,[mark  dobj],alleviate,0,0,0,65
government1,government1,boo-boo,[advmod  nsubj  dobj],heals,0,0,0,65
bureaucracy1,0,0,[amod  compound  cc  conj],intervention,0,0,0,65
tax1,Division,tax1,[nsubj  dobj],administers,0,0,0,65
wealth1,0,0,[case  conj  cc  conj],spotless,0,0,0,65
democracy1,democracy1,disparity,[mark  nsubj  dobj],alleviates,0,0,0,65
democracy1,0,0,[case  det  amod  nmod],dose,0,0,0,65
democracy1,0,0,[case  det  amod  acl],cure,0,democracy1,cure,65
poverty1,0,poverty1,[mark  dobj  conj  conj  cc  conj],alleviate,0,0,0,65
poverty1,grant,poverty1,[mark  nsubj  mark  dobj],alleviate,0,0,0,65
Poverty1,0,0,[cc  conj  nmod],Tools,0,to,Poverty1,65
tax1,tax1,woe,[nsubj  aux  dobj  cc  conj],cure,0,0,0,65
democracy1,0,0,[case  det  amod  nmod],dose,0,of,democracy1,65
electorate1,electorate1,pill,[nsubj  dobj  advmod],swallow,0,0,0,65
democracy1,0,0,[case  det  amod  acl],cure,0,0,0,65
democracy1,0,0,[det  nmod],balm,0,of,democracy1,65
bureaucratic1,0,0,[case  det  amod  nmod],balm,0,for,sensibility,65
poverty1,project,poverty1,[aux  nsubj  advmod  dobj],alleviate,0,0,0,65
Poverty1,0,0,[det  nmod],Cure,0,0,0,65
bureaucratic1,0,0,[case  det  amod  nmod],balm,0,0,0,65
legislation1,0,0,[det  amod],cure,0,0,0,65
democracy1,0,0,[case  det  amod  nmod],dose,0,big,dose,65
Poverty1,0,0,[det  nmod],Cure,0,for,Poverty1,65
poverty1,0,poverty1,[mark  dobj],alleviate,0,0,0,65
poverty1,0,poverty1,[mark  dobj  cc  conj],alleviate,0,0,0,65
Poverty1,0,0,[cc  conj  nmod],Tools,0,0,0,65
elections1,you,elections1,[nsubj  dobj],inject,0,0,0,65
government1,government1,0,[nsubj  cop  det  nmod  nmod],disaster,0,of,Representatives,66
senate1,senate1,lot,[nsubj  dobj],spews,0,0,0,66
Democracy1,Democracy1,0,[nmod  nsubj  aux  aux  advmod  cop  det  nmod],disaster,0,In,hindsight,66
Democracy1,Democracy1,0,[nmod  nsubj  aux  aux  advmod  cop  det  nmod],disaster,0,0,0,66
Democracy1,Democracy1,0,[nmod  nsubj  aux  aux  advmod  cop  det  nmod],disaster,0,after,report,66
homelessness1,0,0,[case  det  nmod],tragedy,0,0,0,66
tax1,0,0,[case  det  amod],shelter,0,tax1,shelter,66
democracy1,emergence,0,[nmod  nsubj  advmod  cop],democracy1,0,0,0,66
government1,government1,0,[nsubj  cop  det  nmod  nmod],disaster,0,about,group,66
tax1,0,0,[det  amod  amod],shelter,0,real,shelter,66
Congress1,Congress1,0,[nsubj  cop  det  nmod],disaster,0,a,institution,66
civil_rights1,0,0,[case  det  amod  amod],storm,0,civil_rights1,storm,66
Democracy1,0,0,[case  det  nmod],rain,0,0,0,66
Guns1,Guns1,0,[nsubj  aux  xcomp  cc  conj  nsubj  aux  xcomp],continue,0,0,0,66
homelessness1,0,0,[case  det  nmod],tragedy,0,of,homelessness1,66
wealth1,0,0,[case  nmod],devastation,0,0,0,66
wealth1,0,0,[case  det  amod],avalanche,0,0,0,66
Democratic1,0,0,[compound],Destruction,0,0,0,66
Congress1,Congress1,0,[nsubj  cop  det  nmod],disaster,0,0,0,66
civil_rights1,0,0,[case  det  amod  amod],storm,0,coming,storm,66
gun_control1,0,0,[case  det  amod  nmod],haven,0,0,0,66
gun_control1,0,0,[case  det  amod  nmod],haven,0,gun_control1,haven,66
election1,0,0,[case  det  amod  advmod  advmod  amod  dep],blow,0,election1,blow,66
government1,government1,0,[nsubj  cop  det  nmod  nmod],disaster,0,because,group,66
people_power1,0,0,[det  nmod],avalanche,0,0,0,66
Democracy1,0,0,[case  det  nmod],rain,0,of,Democracy1,66
tax1,0,0,[det  amod  amod],shelter,0,tax1,shelter,66
democracy1,emergence,0,[nmod  nsubj  advmod  cop],democracy1,0,with,that,66
gun_control1,0,0,[case  det  amod  nmod],haven,0,like,Chicago,66
wealth1,0,0,[case  det  amod],avalanche,0,wealth1,avalanche,66
gun_rights1,0,gun_rights1,[mark  advmod  dobj],destroy,0,0,0,66
wealth1,0,0,[case  nmod],devastation,0,of,wealth1,66
civil_rights1,0,0,[case  det  amod  amod],storm,0,0,0,66
tax1,0,0,[det  amod  amod],shelter,0,0,0,66
people_power1,0,0,[det  nmod],avalanche,0,of,people_power1,66
Democracy1,Democracy1,0,[nsubj  cop  advmod  det  amod],device,0,rhetorical,device,67
firearm1,firearm1,0,[mark  nsubj  cop  advmod  det  amod  amod  nmod],tool,0,0,0,67
tariff1,0,0,[case  compound  acl],cut,0,0,0,67
poverty1,0,0,[amod],tool,0,poverty1,tool,67
gun1,gun1,0,[nsubj  cop  det],tool,0,0,0,67
democratic1,0,0,[det  amod  acl:relcl],instrument,0,democratic1,instrument,67
democratic1,0,0,[det  amod  acl:relcl],instrument,0,0,0,67
government1,0,0,[case  nmod:poss  compound  compound],hammer,0,0,0,67
tax1,0,0,[case  nmod:poss  amod],prowess,0,tax1-cutting,prowess,67
government_agencies1,0,0,[det  cc  conj],regulator,0,0,0,67
government_agencies1,government_agencies1,job,[nsubj  aux  neg  dobj  advmod],cut,0,0,0,67
poverty1,poverty1,0,[nsubj  cop  det  amod  cc  conj],problem,0,0,0,67
government1,0,0,[det  amod  dep  cc  conj  nummod  dep],percent,0,to,20,67
red_tape1,0,0,[nmod],pledge,0,to,red_tape1,67
red_tape1,0,0,[nmod],pledge,0,0,0,67
government1,0,0,[nmod:poss  amod],tool,0,0,0,67
government1,government1,0,[cc  nmod  nsubj  advmod  ccomp],slashed,0,in,face,67
wealth1,0,0,[det  amod  amod  nmod],tool,0,of,affluent,67
government1,0,0,[det  amod  dep  cc  conj  nummod  dep],percent,0,government1,percent,67
government1,0,0,[det  amod  dep  cc  conj  nummod  dep],percent,0,0,0,67
firearm1,firearm1,0,[mark  nsubj  cop  advmod  det  amod  amod  nmod],tool,0,important,tool,67
government1,0,0,[nmod:poss  amod],tool,0,'s,government1,67
government1,0,0,[nmod:poss  amod],tool,0,main,tool,67
Guns1,Guns1,0,[nsubj  cop  det  conj  cc  conj],tool,0,0,0,67
firearm1,firearm1,0,[mark  nsubj  cop  advmod  det  amod  amod  nmod],tool,0,single,tool,67
poverty1,0,0,[amod],tool,0,0,0,67
Democracy1,Democracy1,0,[nsubj  cop  advmod  det  amod],device,0,0,0,67
tax1,0,0,[case  nmod:poss  amod],prowess,0,0,0,67
government1,0,0,[case  nmod:poss  compound  compound],hammer,0,'s,government1,67
wealth1,0,0,[det  amod  amod  nmod],tool,0,0,0,67
wealth1,0,0,[det  amod  amod  nmod],tool,0,wealth1,tool,67
firearm1,firearm1,0,[mark  nsubj  cop  advmod  det  amod  amod  nmod],tool,0,in,building,67
wealth1,0,0,[det  amod  amod  nmod],tool,0,various,tool,67
upper-income1,0,0,[amod  case  det  compound  nmod],cut,0,0,0,67
Firearms1,Firearms1,0,[nsubj  cop  advmod],tool,0,0,0,67
voting1,0,0,[amod  compound],tool,0,strategic,tool,67
voting1,0,0,[amod  compound],tool,0,0,0,67
upper-income1,0,0,[amod  case  det  compound  nmod],cut,0,upper-income1,cut,67
upper-income1,0,0,[amod  case  det  compound  nmod],cut,0,for,those,67
guns1,I,0,[nsubj  xcomp],find,0,0,0,67
bureaucrats1,0,bureaucrats1,[dobj],slashing,0,0,0,67
government1,government1,0,[cc  nmod  nsubj  advmod  ccomp],slashed,0,0,0,67
wealth1,wealth,saving,[mark  nsubj  dobj  nmod  cc  conj  mark  nsubj  dobj  nmod],reduces,0,by,cent,68
Poverty1,Poverty1,0,[nsubj  aux  nmod  nmod:tmod  nmod],declined,0,between,1994,68
tariff1,0,0,[case  amod  nmod],reduction,0,in,product,68
tariff1,0,0,[case  amod  nmod],reduction,0,0,0,68
Gun_control1,Gun_control1,0,[nsubj  aux  neg  xcomp],about,0,0,0,68
Poverty1,Poverty1,0,[nsubj  aux  nmod  nmod:tmod  nmod],declined,0,by,average,68
Poverty1,Poverty1,0,[nsubj  aux  nmod  nmod:tmod  nmod],declined,0,0,0,68
tariffs1,tariffs1,0,[nsubj  nmod  nmod],declined,0,0,0,68
inequality1,0,inequality1,[dobj],reduce,0,0,0,68
gun1,he,0,[mark  nsubjpass  auxpass  nmod  nmod  nmod],dropped,0,0,0,68
votes1,0,0,[det  nmod  appos],decline,0,0,0,68
gun1,he,0,[mark  nsubjpass  auxpass  nmod  nmod  nmod],dropped,0,by,gun1,68
government1,government1,path,[mark  nsubj  aux  compound:prt  dobj  advcl],going,0,0,0,68
wealth1,wealth,saving,[mark  nsubj  dobj  nmod  cc  conj  mark  nsubj  dobj  nmod],reduces,0,0,0,68
democracy1,0,0,[case  det  nmod],decline,0,0,0,68
democracy1,democracy1,0,[advmod  mark  nsubjpass  auxpass  nmod],reduced,0,to,holding,68
vote1,vote1,shy,[nsubj  dobj  advcl],fell,0,0,0,68
red_tape1,Government,red_tape1,[nmod  nsubj  aux  dobj  nmod],slash,0,from,management,68
red_tape1,Government,red_tape1,[nmod  nsubj  aux  dobj  nmod],slash,0,As,downpayment,68
income_taxes1,0,income_taxes1,[mark  dobj],cutting,0,0,0,68
government1,0,0,[nmod],Decline,0,of,government1,68
votes1,0,0,[det  nmod  appos],decline,0,of,votes1,68
tax_rate1,tax_rate1,0,[nsubj  aux  nmod  nmod],drop,0,to,%,68
poverty1,0,0,[det  appos],year,0,0,0,68
starvation1,0,0,[nmod  nmod],falling,0,0,0,68
government1,0,0,[nmod],Decline,0,0,0,68
tax_rate1,tax_rate1,0,[nsubj  aux  nmod  nmod],drop,0,from,%,68
tax_rates1,tax_rates1,0,[nmod  nsubj  cc  conj],fell,0,0,0,68
poverty1,0,poverty1,[mark  dobj],reducing,0,0,0,68
wealth1,0,0,[case  nummod  amod],drop,0,wealth1,drop,68
votes1,0,0,[det  nmod  appos],decline,0,latest,decline,68
gun_violence1,check,0,[advcl  nsubj  advmod  nmod],have,0,on,gun_violence1,68
democracy1,0,0,[case  det  nmod],decline,0,of,democracy1,68
tax_rates1,Jobs,tax_rates1,[nsubj  dobj  nmod  nmod],reduced,0,with,rate,68
wealth1,wealth1,0,[nmod  nsubjpass  aux  advmod  auxpass  nmod],sunk,0,in,course,68
poverty1,poverty1,0,[nsubj  aux  advmod  advcl],decline,0,0,0,68
gun_law1,gun_law1,rate,[mark  nsubj  aux  dobj],reduced,0,0,0,68
tax_rates1,tax_rates1,0,[advmod  nsubjpass  auxpass  nmod  cc  conj],reduced,0,in,1980s,68
tariff1,0,0,[case  amod  nmod],reduction,0,on,product,68
property_tax1,0,0,[det  amod],cut,0,0,0,68
property_tax1,0,0,[det  amod],cut,0,property_tax1,cut,68
firearms1,0,0,[det  nmod],reduction,0,0,0,68
firearms1,0,0,[det  nmod],reduction,0,of,firearms1,68
income1,0,0,[nmod:poss  amod  amod  advmod],decline,0,permanent,decline,68
Tax_rates1,Tax_rates1,0,[nsubj  nmod  cc  conj],dropped,0,for,2001,68
Tax_rates1,Tax_rates1,0,[nsubj  nmod  cc  conj],dropped,0,0,0,68
income1,0,0,[nmod:poss  amod  amod  advmod],decline,0,income1,decline,68
income1,0,0,[nmod:poss  amod  amod  advmod],decline,0,0,0,68
tax_collections1,0,0,[compound  compound  nmod],trouble,0,0,0,68
poverty1,0,poverty1,[mark  dobj  nmod],reduce,0,0,0,68
tariffs1,tariffs1,0,[nsubj  nmod  nmod],declined,0,by,30,68
poverty1,0,poverty1,[mark  dobj  nmod],reduce,0,across,race,68
poverty1,0,0,[compound  case  amod  nmod],growth,0,0,0,68
poverty1,0,0,[compound  case  amod  nmod],growth,0,aggregate,growth,68
poverty1,0,0,[compound  case  amod  nmod],growth,0,for,poverty1,68
wealth1,wealth,saving,[mark  nsubj  dobj  nmod  cc  conj  mark  nsubj  dobj  nmod],reduces,0,by,cent,68
democracy1,democracy1,0,[advmod  mark  nsubjpass  auxpass  nmod],reduced,0,0,0,68
tax_rates1,Jobs,tax_rates1,[nsubj  dobj  nmod  nmod],reduced,0,0,0,68
poverty-connected1,0,0,[amod  acl:relcl],inequity,0,poverty-connected1,inequity,68
starvation1,0,0,[nmod  nmod],falling,0,into,starvation1,68
poverty-connected1,0,0,[amod  acl:relcl],inequity,0,0,0,68
tax_rates1,Jobs,tax_rates1,[nsubj  dobj  nmod  nmod],reduced,0,on,dividend,68
tax_rates1,tax_rates1,0,[advmod  nsubjpass  auxpass  nmod  cc  conj],reduced,0,0,0,68
tax_rate1,tax_rate1,0,[nsubj  aux  nmod  nmod],drop,0,from,%,68
gun1,he,0,[mark  nsubjpass  auxpass  nmod  nmod  nmod],dropped,0,onto,floor,68
tax_rate1,tax_rate1,0,[nsubj  aux  nmod  nmod],drop,0,to,%,68
property_taxes1,0,0,[compound  cc  conj],care,0,0,0,68
guns1,guns1,0,[nsubj  aux  neg  nmod],fall,0,0,0,68
wealth1,wealth1,0,[nmod  nsubjpass  aux  advmod  auxpass  nmod],sunk,0,0,0,68
starvation1,0,0,[nmod  nmod],falling,0,over,edge,68
guns1,guns1,0,[nsubj  aux  neg  nmod],fall,0,into,hand,68
tariff1,0,0,[case  amod  nmod],reduction,0,tariff1,reduction,68
wealth1,wealth,saving,[mark  nsubj  dobj  nmod  cc  conj  mark  nsubj  dobj  nmod],reduces,0,by,cent,68
gun1,he,0,[mark  nsubjpass  auxpass  nmod  nmod  nmod],dropped,0,to,back,68
poverty1,0,poverty1,[csubj  aux  advmod  dobj  cc  conj],reduce,0,0,0,68
wealth1,wealth,saving,[mark  nsubj  dobj  nmod  cc  conj  mark  nsubj  dobj  nmod],reduces,0,by,cent,68
tariffs1,tariffs1,0,[nsubj  nmod  nmod],declined,0,on,average,68
income1,income1,percent,[nsubj  dobj  advcl],tumbled,0,0,0,68
wealth1,wealth1,0,[nmod  nsubjpass  aux  advmod  auxpass  nmod],sunk,0,in,land,68
wealth1,wealth1,0,[mark  nsubjpass  aux  auxpass  compound:prt],run,0,0,0,68
tax_collections1,0,0,[compound  compound  nmod],trouble,0,for,tax_collections1,68
wealth1,0,0,[case  det  amod  amod  cc  conj],creator,0,usual,creator,69
liberal_democracy1,liberal_democracy1,0,[nsubjpass  aux  neg  advmod  auxpass  advcl],manufactured,0,0,0,69
tax1,tax1,0,[mark  nsubj  aux  advmod],create,0,0,0,69
wealth1,0,0,[case  det  amod  amod  cc  conj],creator,0,0,0,69
democracy1,democracy1,0,[nsubj  aux  cop  neg  advmod  det  nmod  cc  conj],envy,0,0,0,70
Democracy1,0,0,[nummod  nummod  nmod],December,0,0,0,70
guns1,You,guns1,[nsubj  aux  neg  compound:prt  dobj],wish,0,0,0,70
government1,0,0,[case  nmod:poss  nmod],jealousy,0,0,0,70
government1,0,0,[advmod  det  nmod],bonus,0,for,government1,70
democracy1,0,0,[amod  appos],desiring,0,democracy1,desiring,70
democracy1,democracy1,0,[nsubj  aux  cop  neg  advmod  det  nmod  cc  conj],envy,0,of,world,70
democratic1,0,0,[case  det  amod  nmod],yearning,0,0,0,70
government1,who,government1,[nsubj  dobj],desired,0,0,0,70
Democracy1,0,0,[nummod  nummod  nmod],December,0,at,Democracy1,70
gun_control1,world,gun_control1,[discourse  nsubj  dobj],need,0,0,0,70
government1,0,0,[case  nmod:poss  nmod],jealousy,0,of,government1,70
democratic1,0,0,[case  det  amod  nmod],yearning,0,of,country,70
gun_rights1,0,0,[det  amod  nmod],face,0,0,0,71
state_governments1,state_governments1,them,[mark  nsubj  aux  cc  conj  dobj],arm,0,0,0,71
government1,we,0,[cc  nsubj  aux  advmod  nmod  nmod  xcomp  nmod],handed,0,0,0,71
gun_controls1,0,0,[case  amod],side,0,0,0,71
government1,we,0,[cc  nsubj  aux  advmod  nmod  nmod  xcomp  nmod],handed,0,over,billion,71
tax1,0,0,[case  compound  acl:relcl],body,0,burdensome,body,71
government1,0,0,[case  det  nmod],reach,0,0,0,71
elected1,0,0,[nmod:poss  amod  nmod],head,0,elected1,head,71
elected1,0,0,[nmod:poss  amod  nmod],head,0,'s,Bhutan,71
government1,0,0,[case  det  nmod],arm,0,0,0,71
democracy1,0,0,[case  det  nmod],heart,0,0,0,71
election1,0,0,[case  det  nmod],heel,0,of,election1,71
election1,election1,presidency,[nmod  nsubj  advmod  aux  dobj  nmod  cc  conj],hand,0,0,0,71
democracy1,0,0,[case  det  nmod],hand,0,0,0,71
democracy1,0,0,[case  det  nmod],heart,0,of,democracy1,71
salaries1,0,0,[advmod  nmod],look,0,0,0,71
salaries1,0,0,[advmod  nmod],look,0,at,salaries1,71
tax1,0,0,[case  nmod:poss  amod],profile,0,tax1,profile,71
democracy1,democracy1,0,[nmod  nsubj  cop  det  amod  nmod],hand,0,gloved,hand,71
government1,we,0,[cc  nsubj  aux  advmod  nmod  nmod  xcomp  nmod],handed,0,with,oversight,71
government1,we,0,[cc  nsubj  aux  advmod  nmod  nmod  xcomp  nmod],handed,0,to,government1,71
tax1,0,0,[case  nmod:poss  amod],profile,0,'s,plaintiff,71
tax1,0,0,[case  nmod:poss  amod],profile,0,0,0,71
election1,0,0,[case  det  nmod],heel,0,0,0,71
elections1,elections1,0,[nsubjpass  auxpass  advmod  advmod  cc  conj],remembered,0,0,0,71
election1,election1,presidency,[nmod  nsubj  advmod  aux  dobj  nmod  cc  conj],hand,0,Because,Florida,71
gun_controls1,0,0,[case  amod],side,0,gun_controls1,side,71
Democracy1,0,0,[case  det  nmod],voice,0,0,0,71
police_force1,0,0,[case  det  compound  nmod],head,0,0,0,71
democracy1,democracy1,0,[nmod  nsubj  cop  det  amod  nmod],hand,0,of,power,71
government_department1,0,0,[cc  conj],heads-of-state,0,0,0,71
firearms1,0,0,[nummod  nmod],handful,0,0,0,71
governments1,0,0,[amod  nmod],arm,0,0,0,71
government1,0,0,[case  det  nmod],arm,0,of,government1,71
firearm1,0,0,[case  det  nmod],hand,0,of,firearm1,71
government_agencies1,0,0,[case  amod],organization,0,government_agencies1,organization,71
re-election1,0,0,[mark  xcomp],face,0,re-election1,face,71
government1,0,0,[case  det  compound  amod  amod],Yanukovych,0,strong-armed,Yanukovych,71
re-election1,0,0,[mark  xcomp],face,0,0,0,71
government1,0,0,[case  det  compound  amod  amod],Yanukovych,0,government1,Yanukovych,71
government1,0,0,[case  det  nmod],reach,0,of,government1,71
money1,0,0,[nmod:poss  compound],grab,0,',Vendors,71
democracy1,0,0,[case  det  nmod],hand,0,of,democracy1,71
election1,election1,presidency,[nmod  nsubj  advmod  aux  dobj  nmod  cc  conj],hand,0,to,Cheney,71
government_agencies1,0,0,[case  amod],organization,0,0,0,71
civil_liberty1,0,0,[case  det  nmod],eye,0,of,civil_liberty1,71
civil_liberty1,0,0,[case  det  nmod],eye,0,0,0,71
tax1,0,0,[case  compound  acl:relcl],body,0,0,0,71
democracy1,democracy1,0,[nmod  nsubj  cop  det  amod  nmod],hand,0,0,0,71
police_force1,0,0,[case  det  compound  nmod],head,0,of,police_force1,71
democracy1,This,0,[nsubj  cop  det  amod  nmod],gasp,0,0,0,71
democracy1,This,0,[nsubj  cop  det  amod  nmod],gasp,0,last,gasp,71
Democracy1,0,0,[case  det  nmod],voice,0,of,Democracy1,71
Bureaucracy1,Bureaucracy1,anarchy,[nsubj  dobj],face,0,0,0,71
elected1,0,0,[nmod:poss  amod  nmod],head,0,of,Government,71
democracy1,This,0,[nsubj  cop  det  amod  nmod],gasp,0,of,democracy1,71
starvation1,billion,starvation1,[mark  nsubj  dobj],face,0,0,0,71
government1,0,0,[case  det  nmod],heart,0,of,government1,71
democracy1,democracy1,0,[nmod  nsubj  cop  det  amod  nmod],hand,0,Behind,control,71
governments1,0,0,[det  nmod],eye,0,of,governments1,71
Taxation1,Taxation1,u,[nsubj  dobj  nmod  nmod:tmod  cc  conj],grip,0,0,0,71
wealth1,0,wealth1,[mark  dobj  nmod],holding,0,common,holding,71
government_department1,0,0,[cc  conj],heads-of-state,0,government_department1,heads-of-state,71
governments1,0,0,[amod  nmod],arm,0,of,governments1,71
income1,0,0,[det  amod  nmod  case  nmod:poss  amod  amod  amod  nmod  acl:relcl],benefit,0,chosen,benefit,72
taxpayers1,taxpayers1,0,[dep  advcl  nsubjpass  auxpass  advcl],rewarded,0,0,0,72
income1,income1,percent,[nmod  nsubj  dobj  nmod  nmod],contributed,0,to,growth,72
self-rule1,Kiribati,0,[nsubjpass  auxpass  xcomp  nmod],granted,0,by,UK,72
Gun_control1,Gun_control1,populace,[nsubj  advmod  aux  neg  dobj  nmod],benefit,0,a,proffered,72
income1,income1,percent,[nmod  nsubj  dobj  nmod  nmod],contributed,0,On,average,72
tax_revenue1,0,0,[det  amod],benefit,0,0,0,72
tax_revenue1,0,0,[det  amod],benefit,0,tax_revenue1,benefit,72
income1,0,0,[det  amod  nmod  case  nmod:poss  amod  amod  amod  nmod  acl:relcl],benefit,0,income1,benefit,72
income1,0,0,[amod  compound],benefit,0,0,0,72
income1,0,0,[det  amod  nmod  case  nmod:poss  amod  amod  amod  nmod  acl:relcl],benefit,0,Monthly,benefit,72
self-rule1,Kiribati,0,[nsubjpass  auxpass  xcomp  nmod],granted,0,self-rule1,granted,72
money1,0,0,[det  amod],reward,0,0,0,72
Constitution1,Constitution1,right,[mark  nsubj  dobj  dep],confers,0,0,0,72
income1,0,0,[amod  compound],benefit,0,income1,benefit,72
Gun_control1,Gun_control1,populace,[nsubj  advmod  aux  neg  dobj  nmod],benefit,0,0,0,72
money1,0,0,[det  amod],reward,0,money1,reward,72
free_markets1,0,0,[case  det  nmod],benefit,0,of,free_markets1,72
free_markets1,0,0,[case  det  nmod],benefit,0,0,0,72
income1,income1,percent,[nmod  nsubj  dobj  nmod  nmod],contributed,0,in,1990s,72
big-government1,0,0,[case  amod],largesse,0,big-government1,largesse,72
income1,0,0,[det  amod  nmod  case  nmod:poss  amod  amod  amod  nmod  acl:relcl],benefit,0,daily,benefit,72
income1,0,0,[det  amod  nmod  case  nmod:poss  amod  amod  amod  nmod  acl:relcl],benefit,0,of,%,72
gun_control1,0,0,[nmod],Victims,0,of,gun_control1,73
Poverty1,0,0,[det  nmod  dep  dep  det  nmod  dep],Crime,0,of,Poverty1,73
regimes1,0,0,[det  amod  nmod  dep],fraction,0,large,fraction,73
gun_control1,Manchin,0,[nsubj  cop  det  amod  acl],pimp,0,gun_control1,pimp,73
Tax1,0,0,[case  det  compound],Pimp,0,0,0,73
government1,0,0,[neg  dep],government1,0,0,0,73
Money1,Money1,0,[nsubj  aux  nmod  nmod:tmod  dep],Murdering,0,0,0,73
democracy1,crime,democracy1,[advmod  nsubj  dobj],victimize,0,0,0,73
Money1,Money1,0,[nsubj  aux  nmod  nmod:tmod  dep],Murdering,0,in,Gaza,73
government1,0,0,[case  det  nmod],pimp,0,0,0,73
The_rich1,The_rich1,0,[nsubj  cop  amod  nmod],criminal,0,0,0,73
tax_collection1,0,0,[nmod:poss  amod  acl:relcl  nmod],tax,0,0,0,73
democracy1,0,0,[appos],speaking,0,0,0,73
taxpayers1,pawn,taxpayers1,[mark  nsubj  mark  dobj  advcl],blackmail,0,0,0,73
The_rich1,The_rich1,0,[nsubj  cop  amod  nmod],criminal,0,of,nationality,73
the_poor1,road,0,[nsubj  cop  case  nmod],robbery,0,0,0,73
the_poor1,road,0,[nsubj  cop  case  nmod],robbery,0,of,the_poor1,73
voters1,voters1,party,[mark  nsubj  dobj  nmod  cc  conj],decapitated,0,on,day,73
voters1,voters1,party,[mark  nsubj  dobj  nmod  cc  conj],decapitated,0,0,0,73
gun_control1,0,0,[case  det  amod  amod  dep],villain,0,surprising,villain,73
Taxes1,Taxes1,power,[nsubj  dobj  cc  conj],steal,0,0,0,73
taxpayers1,0,0,[amod],recipient,0,0,0,73
tax1,0,0,[det  amod],gestapo,0,0,0,73
poverty1,0,0,[det  nmod],punishment,0,0,0,73
gun1,0,0,[case  amod  amod],arrest,0,0,0,73
legalized1,0,0,[amod],transgression!There,0,legalized1,transgression!There,73
gun_control1,0,0,[case  det  amod  nmod],lie,0,0,0,73
gun_control1,0,0,[case  det  amod  nmod],lie,0,utter,lie,73
Gun_Control1,0,0,[amod  nmod  dep],Victims,0,of,Gun_Control1,73
Gun_Control1,0,0,[amod  nmod  dep],Victims,0,0,0,73
Poverty1,0,0,[det  nmod],Crime,0,0,0,73
Poverty1,0,0,[det  nmod],Crime,0,of,Poverty1,73
democracy1,democracy1,0,[nsubj  nmod],perpetrates,0,upon,people,73
gun_control1,0,0,[case  det  amod  amod  dep],villain,0,gun_control1,villain,73
democracy1,0,0,[case  det  appos],Bible,0,0,0,73
poverty1,way,0,[nsubj  amod  compound  nmod],woman,0,poverty1,woman,73
gun_control1,0,0,[case  det  amod  nmod],lie,0,of,gun_control1,73
gun_registration1,gun_registration1,right,[advmod  aux  nsubj  dobj],violate,0,0,0,73
tax_collection1,0,0,[nmod:poss  amod  acl:relcl  nmod],tax,0,of,tax_collection1,73
tax_collection1,0,0,[nmod:poss  amod  acl:relcl  nmod],tax,0,fair,tax,73
taxpayers1,budget,taxpayers1,[nsubj  advmod  dobj  nmod  advcl],rape,0,for,$,73
gun1,0,0,[case  amod  amod],arrest,0,gun1,arrest,73
poverty1,way,0,[nsubj  amod  compound  nmod],woman,0,in,country,73
Poverty1,0,0,[det  nmod  dep  dep  det  nmod  dep],Crime,0,of,Poverty,73
regimes1,0,0,[det  amod  nmod  dep],fraction,0,of,regimes1,73
legalized1,0,0,[amod],transgression!There,0,0,0,73
taxpayers1,0,0,[amod],recipient,0,taxpayers1,recipient,73
regimes1,0,0,[det  amod  nmod  dep],fraction,0,0,0,73
taxpayers1,budget,taxpayers1,[nsubj  advmod  dobj  nmod  advcl],rape,0,0,0,73
person1,0,0,[det  nmod],invader,0,of,person1,73
person1,0,0,[det  nmod],invader,0,0,0,73
gun_control1,0,0,[nmod],Victims,0,0,0,73
poverty1,0,0,[det  nmod],punishment,0,of,poverty1,73
poverty1,0,0,[det  nmod  case  det],link,0,between,poverty1,74
poverty1,0,0,[case  nmod  amod],interest,0,0,0,74
poverty1,0,0,[det  amod  dep],infects,0,0,0,74
poverty1,0,0,[det  amod  dep],infects,0,poverty1,infects,74
poverty1,practice,0,[mark  nsubj  nmod],living,0,in,poverty1,74
Poverty1,0,0,[case  cc  conj  nmod],Incidence,0,0,0,74
poverty1,0,poverty1,[mark  dobj  nmod  nmod],addressing,0,around,world,74
poverty1,that,0,[nsubj  nmod  advmod],contribute,0,to,poverty1,74
gun-free_zones1,0,0,[det  nmod],elimination,0,gun-free_zones1,elimination,74
poverty1,Stress,0,[nsubj  nmod  cc  conj],related,0,to,poverty1,74
elections1,0,0,[amod  cc  conj],confirmation,0,public,confirmation,74
elections1,0,0,[amod  cc  conj],confirmation,0,0,0,74
poverty1,0,0,[case  det  nmod],cause,0,0,0,74
poverty1,0,0,[case  det  nmod],cause,0,of,poverty1,74
voters1,gridlock,voters1,[cc  nmod  nsubj  dobj  nmod],infects,0,with,hatred,74
